case,radio,condition,bandwidth_hz,snr_db,true_range_m,trial,range_error_m
uwb_los,DWM3000,LOS,499200000,10.0,10.0,1,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,2,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,3,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,4,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,5,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,6,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,7,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,8,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,9,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,10,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,11,-0.316199
uwb_los,DWM3000,LOS,499200000,10.0,10.0,12,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,13,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,14,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,15,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,16,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,17,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,18,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,19,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,20,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,21,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,22,-0.011721
uwb_los,DWM3000,LOS,499200000,10.0,10.0,23,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,24,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,25,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,26,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,27,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,28,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,29,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,30,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,31,-0.011544
uwb_los,DWM3000,LOS,499200000,10.0,10.0,32,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,33,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,34,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,35,-0.316199
uwb_los,DWM3000,LOS,499200000,10.0,10.0,36,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,37,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,38,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,39,0.000526
uwb_los,DWM3000,LOS,499200000,10.0,10.0,40,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,41,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,42,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,43,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,44,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,45,-0.316199
uwb_los,DWM3000,LOS,499200000,10.0,10.0,46,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,47,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,48,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,49,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,50,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,51,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,52,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,53,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,54,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,55,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,56,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,57,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,58,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,59,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,60,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,61,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,62,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,63,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,64,-0.316199
uwb_los,DWM3000,LOS,499200000,10.0,10.0,65,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,66,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,67,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,68,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,69,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,70,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,71,0.013722
uwb_los,DWM3000,LOS,499200000,10.0,10.0,72,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,73,-0.025849
uwb_los,DWM3000,LOS,499200000,10.0,10.0,74,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,75,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,76,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,77,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,78,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,79,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,80,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,81,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,82,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,83,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,84,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,85,-0.316199
uwb_los,DWM3000,LOS,499200000,10.0,10.0,86,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,87,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,88,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,89,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,90,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,91,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,92,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,93,0.059142
uwb_los,DWM3000,LOS,499200000,10.0,10.0,94,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,95,0.054194
uwb_los,DWM3000,LOS,499200000,10.0,10.0,96,-0.616472
uwb_los,DWM3000,LOS,499200000,10.0,10.0,97,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,98,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,99,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,100,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,101,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,102,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,103,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,104,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,105,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,106,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,107,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,108,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,109,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,110,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,111,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,112,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,113,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,114,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,115,-0.316199
uwb_los,DWM3000,LOS,499200000,10.0,10.0,116,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,117,-0.616472
uwb_los,DWM3000,LOS,499200000,10.0,10.0,118,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,119,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,120,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,121,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,122,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,123,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,124,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,125,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,126,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,127,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,128,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,129,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,130,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,131,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,132,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,133,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,134,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,135,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,136,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,137,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,138,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,139,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,140,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,141,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,142,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,143,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,144,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,145,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,146,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,147,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,148,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,149,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,150,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,151,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,152,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,153,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,154,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,155,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,156,-0.616472
uwb_los,DWM3000,LOS,499200000,10.0,10.0,157,-0.616472
uwb_los,DWM3000,LOS,499200000,10.0,10.0,158,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,159,-0.011916
uwb_los,DWM3000,LOS,499200000,10.0,10.0,160,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,161,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,162,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,163,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,164,0.022426
uwb_los,DWM3000,LOS,499200000,10.0,10.0,165,-0.316199
uwb_los,DWM3000,LOS,499200000,10.0,10.0,166,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,167,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,168,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,169,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,170,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,171,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,172,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,173,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,174,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,175,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,176,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,177,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,178,-0.616472
uwb_los,DWM3000,LOS,499200000,10.0,10.0,179,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,180,-0.024645
uwb_los,DWM3000,LOS,499200000,10.0,10.0,181,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,182,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,183,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,184,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,185,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,186,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,187,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,188,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,189,-0.025979
uwb_los,DWM3000,LOS,499200000,10.0,10.0,190,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,191,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,192,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,193,-0.616472
uwb_los,DWM3000,LOS,499200000,10.0,10.0,194,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,195,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,196,-0.316199
uwb_los,DWM3000,LOS,499200000,10.0,10.0,197,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,198,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,199,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,200,-0.316199
uwb_los,DWM3000,LOS,499200000,10.0,10.0,201,0.014651
uwb_los,DWM3000,LOS,499200000,10.0,10.0,202,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,203,0.000499
uwb_los,DWM3000,LOS,499200000,10.0,10.0,204,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,205,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,206,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,207,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,208,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,209,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,210,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,211,0.006686
uwb_los,DWM3000,LOS,499200000,10.0,10.0,212,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,213,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,214,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,215,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,216,0.002729
uwb_los,DWM3000,LOS,499200000,10.0,10.0,217,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,218,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,219,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,220,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,221,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,222,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,223,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,224,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,225,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,226,0.011442
uwb_los,DWM3000,LOS,499200000,10.0,10.0,227,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,228,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,229,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,230,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,231,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,232,-0.616472
uwb_los,DWM3000,LOS,499200000,10.0,10.0,233,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,234,0.007146
uwb_los,DWM3000,LOS,499200000,10.0,10.0,235,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,236,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,237,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,238,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,239,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,240,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,241,-0.316199
uwb_los,DWM3000,LOS,499200000,10.0,10.0,242,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,243,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,244,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,245,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,246,-0.316199
uwb_los,DWM3000,LOS,499200000,10.0,10.0,247,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,248,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,249,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,250,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,251,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,252,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,253,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,254,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,255,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,256,0.017991
uwb_los,DWM3000,LOS,499200000,10.0,10.0,257,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,258,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,259,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,260,0.059142
uwb_los,DWM3000,LOS,499200000,10.0,10.0,261,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,262,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,263,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,264,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,265,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,266,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,267,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,268,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,269,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,270,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,271,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,272,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,273,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,274,0.059142
uwb_los,DWM3000,LOS,499200000,10.0,10.0,275,-0.087927
uwb_los,DWM3000,LOS,499200000,10.0,10.0,276,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,277,0.036797
uwb_los,DWM3000,LOS,499200000,10.0,10.0,278,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,279,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,280,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,281,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,282,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,283,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,284,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,285,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,286,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,287,-0.391267
uwb_los,DWM3000,LOS,499200000,10.0,10.0,288,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,289,-0.466336
uwb_los,DWM3000,LOS,499200000,10.0,10.0,290,-0.090994
uwb_los,DWM3000,LOS,499200000,10.0,10.0,291,-0.541404
uwb_los,DWM3000,LOS,499200000,10.0,10.0,292,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,293,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,294,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,295,-0.166063
uwb_los,DWM3000,LOS,499200000,10.0,10.0,296,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,297,-0.015926
uwb_los,DWM3000,LOS,499200000,10.0,10.0,298,-0.691540
uwb_los,DWM3000,LOS,499200000,10.0,10.0,299,-0.241131
uwb_los,DWM3000,LOS,499200000,10.0,10.0,300,0.012958
uwb_los,DWM3000,LOS,499200000,10.0,50.0,1,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,2,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,3,-0.004563
uwb_los,DWM3000,LOS,499200000,10.0,50.0,4,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,5,-0.379904
uwb_los,DWM3000,LOS,499200000,10.0,50.0,6,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,7,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,8,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,9,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,10,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,11,-0.379904
uwb_los,DWM3000,LOS,499200000,10.0,50.0,12,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,13,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,14,-0.379904
uwb_los,DWM3000,LOS,499200000,10.0,50.0,15,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,16,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,17,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,18,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,19,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,20,-0.379904
uwb_los,DWM3000,LOS,499200000,10.0,50.0,21,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,22,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,23,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,24,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,25,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,26,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,27,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,28,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,29,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,30,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,31,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,32,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,33,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,34,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,35,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,36,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,37,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,38,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,39,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,40,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,41,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,42,-0.530041
uwb_los,DWM3000,LOS,499200000,10.0,50.0,43,-0.304836
uwb_los,DWM3000,LOS,499200000,10.0,50.0,44,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,45,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,46,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,47,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,48,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,49,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,50,-0.379904
uwb_los,DWM3000,LOS,499200000,10.0,50.0,51,-0.530041
uwb_los,DWM3000,LOS,499200000,10.0,50.0,52,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,53,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,54,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,55,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,56,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,57,-0.530041
uwb_los,DWM3000,LOS,499200000,10.0,50.0,58,-0.304836
uwb_los,DWM3000,LOS,499200000,10.0,50.0,59,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,60,-0.530041
uwb_los,DWM3000,LOS,499200000,10.0,50.0,61,-0.530041
uwb_los,DWM3000,LOS,499200000,10.0,50.0,62,-0.530041
uwb_los,DWM3000,LOS,499200000,10.0,50.0,63,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,64,-0.049810
uwb_los,DWM3000,LOS,499200000,10.0,50.0,65,-0.379904
uwb_los,DWM3000,LOS,499200000,10.0,50.0,66,0.019706
uwb_los,DWM3000,LOS,499200000,10.0,50.0,67,0.009330
uwb_los,DWM3000,LOS,499200000,10.0,50.0,68,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,69,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,70,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,71,-0.530041
uwb_los,DWM3000,LOS,499200000,10.0,50.0,72,-0.004563
uwb_los,DWM3000,LOS,499200000,10.0,50.0,73,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,74,-0.530041
uwb_los,DWM3000,LOS,499200000,10.0,50.0,75,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,76,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,77,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,78,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,79,-0.379904
uwb_los,DWM3000,LOS,499200000,10.0,50.0,80,-0.229768
uwb_los,DWM3000,LOS,499200000,10.0,50.0,81,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,82,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,83,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,84,-0.454972
uwb_los,DWM3000,LOS,499200000,10.0,50.0,85,-0.079631
uwb_los,DWM3000,LOS,499200000,10.0,50.0,86,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,87,-0.154699
uwb_los,DWM3000,LOS,499200000,10.0,50.0,88,-0.605109
